title,actor name,director name,year,genre,aggregate value
"Client, The","Sitler, Linn (I)","Schumacher, Joel",1994,Thriller,"Client, The (1994) Sitler, Linn (I) Schumacher, Joel 1994 Thriller"
"Wife of the Centaur, The","Gadsden, Jacqueline","Vidor, King",1924,Drama,"Wife of the Centaur, The (1924) Gadsden, Jacqueline Vidor, King 1924 Drama"
Clifford,"Rivers, Kelly Shane","Flaherty, Paul (I)",1994,Comedy,"Clifford (1994) Rivers, Kelly Shane Flaherty, Paul (I) 1994 Comedy"
"Fairylogue and Radio-Plays, The","Walton, Gladys","Boggs, Francis",1908,Fantasy,"Fairylogue and Radio-Plays, The (1908) Walton, Gladys Boggs, Francis 1908 Fantasy"
City Slickers II: The Legend of Curly's Gold,"Mostel, Josh","Weiland, Paul",1994,Comedy,"City Slickers II: The Legend of Curly's Gold (1994) Mostel, Josh Weiland, Paul 1994 Comedy"
Number One,"Burns, Heather","Kava, Caroline",1998,Short,"Number One (1998) Burns, Heather Kava, Caroline 1998 Short"
Slap Happy Sleuths,"Blystone, Stanley","White, Jules",1950,Short,"Slap Happy Sleuths (1950) Blystone, Stanley White, Jules 1950 Short"
"Sleeping City, The","Conte, Richard","Sherman, George (I)",1950,Drama,"Sleeping City, The (1950) Conte, Richard Sherman, George (I) 1950 Drama"
"Snitch in Time, A","Cason, John L.","Bernds, Edward",1950,Short,"Snitch in Time, A (1950) Cason, John L. Bernds, Edward 1950 Short"
"Mouse That Roared, The","Saunders, Stuart (II)","Arnold, Jack (I)",1959,Comedy,"Mouse That Roared, The (1959) Saunders, Stuart (II) Arnold, Jack (I) 1959 Comedy"
"Mummy, The","Rawlings, Frederick","Fisher, Terence",1959,Horror,"Mummy, The (1959) Rawlings, Frederick Fisher, Terence 1959 Horror"
Collateral Damage,"Lynch, Jane","Davis, Andrew (I)",2002,Thriller,"Collateral Damage (2002) Lynch, Jane Davis, Andrew (I) 2002 Thriller"
Heat,"O'Rourke, Chris (I)","Jameson, Jerry",1986,Drama,"Heat (1986) O'Rourke, Chris (I) Jameson, Jerry 1986 Drama"
Uptown: Portrait of a Palace,"Syfczak, David","Pappas, John (VI)",2006,Short,"Uptown: Portrait of a Palace (2006) Syfczak, David Pappas, John (VI) 2006 Short"
Heaven,"Augustine, Stephen","Keaton, Diane",1987,Documentary,"Heaven (1987) Augustine, Stephen Keaton, Diane 1987 Documentary"
Heat and Sunlight,"Nilsson, Rob","Nilsson, Rob",1987,Drama,"Heat and Sunlight (1987) Nilsson, Rob Nilsson, Rob 1987 Drama"
"Europeans, The","Choate, Tim (I)","Ivory, James",1979,Drama,"Europeans, The (1979) Choate, Tim (I) Ivory, James 1979 Drama"
"Romulus, My Father","Bana, Eric (I)","Roxburgh, Richard",2007,Drama,"Romulus, My Father (2007) Bana, Eric (I) Roxburgh, Richard 2007 Drama"
Hell Comes to Frogtown,RCB,"Jackson, Donald G.",1987,Comedy,"Hell Comes to Frogtown (1987) RCB Jackson, Donald G. 1987 Comedy"
Hei tai yang 731,"Gou, Hsu","Mou, Tun Fei",1988,History,"Hei tai yang 731 (1988) Gou, Hsu Mou, Tun Fei 1988 History"
Hellraiser,"Nelson, Kenneth","Barker, Clive",1987,Horror,"Hellraiser (1987) Nelson, Kenneth Barker, Clive 1987 Horror"
Hello Mary Lou: Prom Night II,"Olsen, Jean","Pittman, Bruce",1987,Horror,"Hello Mary Lou: Prom Night II (1987) Olsen, Jean Pittman, Bruce 1987 Horror"
Hello Again,"Tambini, Catherine","Perry, Frank (I)",1987,Comedy,"Hello Again (1987) Tambini, Catherine Perry, Frank (I) 1987 Comedy"
Idiocracy,"Tung, Eric T.","Judge, Mike (I)",2006,Comedy,"Idiocracy (2006) Tung, Eric T. Judge, Mike (I) 2006 Comedy"
Fast Company,"Francks, Don","Cronenberg, David",1979,Drama,"Fast Company (1979) Francks, Don Cronenberg, David 1979 Drama"
Stage Fright,"Hitchcock, Alfred (I)","Hitchcock, Alfred (I)",1950,Drama,"Stage Fright (1950) Hitchcock, Alfred (I) Hitchcock, Alfred (I) 1950 Drama"
Fast Break,"Butler, Ken (I)","Smight, Jack",1979,Comedy,"Fast Break (1979) Butler, Ken (I) Smight, Jack 1979 Comedy"
China Moon,"Funderburgh, Anson","Bailey, John (I)",1994,Thriller,"China Moon (1994) Funderburgh, Anson Bailey, John (I) 1994 Thriller"
House of Sand and Fog,"Brinkle, Dan","Perelman, Vadim",2003,Drama,"House of Sand and Fog (2003) Brinkle, Dan Perelman, Vadim 2003 Drama"
"Hidden, The","White, Ted (I)","Sholder, Jack",1987,Horror,"Hidden, The (1987) White, Ted (I) Sholder, Jack 1987 Horror"
Hiding Out,"Ward, John (V)","Giraldi, Bob",1987,Comedy,"Hiding Out (1987) Ward, John (V) Giraldi, Bob 1987 Comedy"
Fukush? suruwa wareniari,"Shirakawa, Kazuko","Imamura, Shohei",1979,Drama,"Fukush? suruwa wareniari (1979) Shirakawa, Kazuko Imamura, Shohei 1979 Drama"
Alas! Poor Yorick!,"Arbuckle, Roscoe 'Fatty'","Campbell, Colin (IV)",1913,Short,"Alas! Poor Yorick! (1913) Arbuckle, Roscoe 'Fatty' Campbell, Colin (IV) 1913 Short"
Saving Silverman,"Detmer, Amanda","Dugan, Dennis",2001,Comedy,"Saving Silverman (2001) Detmer, Amanda Dugan, Dennis 2001 Comedy"
Hero Hiralal,"Chaturvedi, Chaitanya","Mehta, Ketan",1988,,"Hero Hiralal (1988) Chaturvedi, Chaitanya Mehta, Ketan 1988"
Say It Isn't So,"Plotnick, Jack","Rogers, James B. (II)",2001,Comedy,"Say It Isn't So (2001) Plotnick, Jack Rogers, James B. (II) 2001 Comedy"
"Adventures of Kathlyn, The","Bell, Emma (II)","Grandon, Francis J.",1913,Adventure,"Adventures of Kathlyn, The (1913) Bell, Emma (II) Grandon, Francis J. 1913 Adventure"
"Adventure in the Autumn Woods, An","Mailes, Charles Hill","Griffith, D.W.",1913,Short,"Adventure in the Autumn Woods, An (1913) Mailes, Charles Hill Griffith, D.W. 1913 Short"
"Christmas Carol, A","Ricketts, Tom",,1908,Short,"Christmas Carol, A (1908) Ricketts, Tom  1908 Short"
"Frisco Kid, The","Elias, Michael (I)","Aldrich, Robert",1979,Comedy,"Frisco Kid, The (1979) Elias, Michael (I) Aldrich, Robert 1979 Comedy"
Parineeta,,"Chatterjee, Pashupati",1942,,"Parineeta (1942)  Chatterjee, Pashupati 1942"
Balked at the Altar,"Gebhardt, George","Griffith, D.W.",1908,Short,"Balked at the Altar (1908) Gebhardt, George Griffith, D.W. 1908 Short"
"Idle Class, The","Parsons, Miss M.","Chaplin, Charles",1921,Comedy,"Idle Class, The (1921) Parsons, Miss M. Chaplin, Charles 1921 Comedy"
Self Made Maids,"Howard, Moe (I)","White, Jules",1950,Short,"Self Made Maids (1950) Howard, Moe (I) White, Jules 1950 Short"
"Cole Nobody Knows, The","Alexander, Monty","Walker, Clay (I)",2006,Short,"Cole Nobody Knows, The (2006) Alexander, Monty Walker, Clay (I) 2006 Short"
Godfather,Vijayan (III),"Ravikumar, K.S.",2006,Drama,"Godfather (2006) Vijayan (III) Ravikumar, K.S. 2006 Drama"
Dil Jo Bhi Kahey...,"Khan, Mumait","Sharma, Romesh",2005,Romance,"Dil Jo Bhi Kahey... (2005) Khan, Mumait Sharma, Romesh 2005 Romance"
George of the Jungle,"Cleese, John","Weisman, Sam",1997,Comedy,"George of the Jungle (1997) Cleese, John Weisman, Sam 1997 Comedy"
Antony and Cleopatra,"Panzer, Paul","Kent, Charles (I)",1908,Short,"Antony and Cleopatra (1908) Panzer, Paul Kent, Charles (I) 1908 Short"
Cops and Robbersons,"Savalas, Gus","Ritchie, Michael (I)",1994,Comedy,"Cops and Robbersons (1994) Savalas, Gus Ritchie, Michael (I) 1994 Comedy"
Patita,Krishnakant,"Chakrabarty, Amiya",1953,Drama,"Patita (1953) Krishnakant Chakrabarty, Amiya 1953 Drama"
"Game for Vultures, A","Hattingh, Ryno","Fargo, James",1979,Drama,"Game for Vultures, A (1979) Hattingh, Ryno Fargo, James 1979 Drama"
"Magistrato, Il","Oll?, Ventura","Zampa, Luigi",1959,,"Magistrato, Il (1959) Oll?, Ventura Zampa, Luigi 1959"
Rio Rita,"Maurel, Raymond","Reed, Luther",1929,Romance,"Rio Rita (1929) Maurel, Raymond Reed, Luther 1929 Romance"
"Secret Fury, The","Benbow, June","Ferrer, Mel (I)",1950,Mystery,"Secret Fury, The (1950) Benbow, June Ferrer, Mel (I) 1950 Mystery"
Mike Bassett: England Manager,"Batty, David (II)","Barron, Steve",2001,Comedy,"Mike Bassett: England Manager (2001) Batty, David (II) Barron, Steve 2001 Comedy"
"River, The","Duncan, Mary (I)","Borzage, Frank",1929,Drama,"River, The (1929) Duncan, Mary (I) Borzage, Frank 1929 Drama"
"Maledetto imbroglio, Un","Hennessy, April","Germi, Pietro",1959,Drama,"Maledetto imbroglio, Un (1959) Hennessy, April Germi, Pietro 1959 Drama"
"Himmel ?ber Berlin, Der","Behrendt, Donald","Wenders, Wim",1987,Fantasy,"Himmel ?ber Berlin, Der (1987) Behrendt, Donald Wenders, Wim 1987 Fantasy"
"Gingerbread Man, The","Eckard, Beth","Altman, Robert (I)",1998,Thriller,"Gingerbread Man, The (1998) Eckard, Beth Altman, Robert (I) 1998 Thriller"
Recess Christmas: Miracle on Third Street,"Winchell, April","Sheetz, Chuck",2001,,"Recess Christmas: Miracle on Third Street (2001) (V) Winchell, April Sheetz, Chuck 2001"
Ghosts,"Smith, Seth (I)","Winston, Stan",1997,Horror,"Ghosts (1997/I) Smith, Seth (I) Winston, Stan 1997 Horror"
Flying Baby,,"Courbet, Yves",2003,Short,"Flying Baby (2003)  Courbet, Yves 2003 Short"
Casshern,"Terao, Akira","Kiriya, Kazuaki",2004,Drama,"Casshern (2004) Terao, Akira Kiriya, Kazuaki 2004 Drama"
Vitus,"Ganz, Bruno","Murer, Fredi M.",2006,Drama,"Vitus (2006) Ganz, Bruno Murer, Fredi M. 2006 Drama"
Color of Night,"Knight, Shirley (I)","Rush, Richard (I)",1994,Drama,"Color of Night (1994) Knight, Shirley (I) Rush, Richard (I) 1994 Drama"
Cobb,"Clemens, Roger (I)","Shelton, Ron",1994,Biography,"Cobb (1994) Clemens, Roger (I) Shelton, Ron 1994 Biography"
"Man Who Could Cheat Death, The","Rawlings, Frederick","Fisher, Terence",1959,Horror,"Man Who Could Cheat Death, The (1959) Rawlings, Frederick Fisher, Terence 1959 Horror"
George Wallace,"Erbe, Kathryn","Frankenheimer, John",1997,Biography,"George Wallace (1997) (TV) Erbe, Kathryn Frankenheimer, John 1997 Biography"
"Powerpuff Girls, The","Strong, Tara","McCracken, Craig",2002,Comedy,"Powerpuff Girls, The (2002) Strong, Tara McCracken, Craig 2002 Comedy"
Redskin,"Panzer, Paul","Schertzinger, Victor",1929,Drama,"Redskin (1929) Panzer, Paul Schertzinger, Victor 1929 Drama"
"Man in the Net, The","Brewster, Diane","Curtiz, Michael",1959,Crime,"Man in the Net, The (1959) Brewster, Diane Curtiz, Michael 1959 Crime"
Siempre tuya,"Vidal, Jorge","Fern?ndez, Emilio (I)",1952,Drama,"Siempre tuya (1952) Vidal, Jorge Fern?ndez, Emilio (I) 1952 Drama"
Side Street,"Leavitt, Norman","Mann, Anthony (I)",1950,Drama,"Side Street (1950) Leavitt, Norman Mann, Anthony (I) 1950 Drama"
"Force of One, A","Donati, Don","Aaron, Paul (I)",1979,Action,"Force of One, A (1979) Donati, Don Aaron, Paul (I) 1979 Action"
Sargam,"Bakhtiar, Zeba","Noor, Syed",1995,,"Sargam (1995) Bakhtiar, Zeba Noor, Syed 1995"
"Night We Called It a Day, The","Johnston, Andrew (IV)","Goldman, Paul (I)",2003,Comedy,"Night We Called It a Day, The (2003) Johnston, Andrew (IV) Goldman, Paul (I) 2003 Comedy"
"Firecracker, The",,"Courbet, Yves",2003,Short,"Firecracker, The (2003)  Courbet, Yves 2003 Short"
Plan,"Chopra, Priyanka","Shetty, Hriday (I)",2004,Thriller,"Plan (2004) Chopra, Priyanka Shetty, Hriday (I) 2004 Thriller"
Come due coccodrilli,"Dumas, Sandrine (I)","Campiotti, Giacomo",1994,Drama,"Come due coccodrilli (1994) Dumas, Sandrine (I) Campiotti, Giacomo 1994 Drama"
Seven Days to Noon,"Hickson, Joan (I)","Boulting, Roy",1950,Drama,"Seven Days to Noon (1950) Hickson, Joan (I) Boulting, Roy 1950 Drama"
Gattaca,"Griffith, Beverly (II)","Niccol, Andrew",1997,Drama,"Gattaca (1997) Griffith, Beverly (II) Niccol, Andrew 1997 Drama"
Shubun,"Mi, Koji","Kurosawa, Akira",1950,Drama,"Shubun (1950) Mi, Koji Kurosawa, Akira 1950 Drama"
"Mating Game, The","Coolidge, Philip","Marshall, George (I)",1959,Comedy,"Mating Game, The (1959) Coolidge, Philip Marshall, George (I) 1959 Comedy"
Shadow on the Wall,"Cantlon, Wanda","Jackson, Pat (I)",1950,Drama,"Shadow on the Wall (1950) Cantlon, Wanda Jackson, Pat (I) 1950 Drama"
"Game, The","Crowl, Tom (I)","Fincher, David",1997,Thriller,"Game, The (1997) Crowl, Tom (I) Fincher, David 1997 Thriller"
G.I. Jane,"Bello, Gregg","Scott, Ridley",1997,Action,"G.I. Jane (1997) Bello, Gregg Scott, Ridley 1997 Action"
Lantana,"Rush, Geoffrey","Lawrence, Ray (II)",2001,Drama,"Lantana (2001) Rush, Geoffrey Lawrence, Ray (II) 2001 Drama"
Free Willy 3: The Rescue,"LaCroix, Peter","Pillsbury, Sam",1997,Drama,"Free Willy 3: The Rescue (1997) LaCroix, Peter Pillsbury, Sam 1997 Drama"
"New Janitor, The","St. John, Al","Chaplin, Charles",1914,Short,"New Janitor, The (1914) St. John, Al Chaplin, Charles 1914 Short"
"Nest Unfeathered, A","McDowell, Claire",,1914,Short,"Nest Unfeathered, A (1914) McDowell, Claire  1914 Short"
"Neue Schreibtisch, Der","Valentin, Karl","Valentin, Karl",1913,Short,"Neue Schreibtisch, Der (1913) Valentin, Karl Valentin, Karl 1913 Short"
My Big Fat Greek Wedding,"Meisler, Bess","Zwick, Joel",2002,Comedy,"My Big Fat Greek Wedding (2002) Meisler, Bess Zwick, Joel 2002 Comedy"
Leatherheads,"Zellweger, Ren?e","Clooney, George",2008,,"Leatherheads (2008) Zellweger, Ren?e Clooney, George 2008"
Peaceful Oscar,"Gallagher, Toy","Arbuckle, Roscoe 'Fatty'",1927,Short,"Peaceful Oscar (1927) Gallagher, Toy Arbuckle, Roscoe 'Fatty' 1927 Short"
Conspiracy of Silence,"Barry, Jason","Deery, John",2003,Drama,"Conspiracy of Silence (2003) Barry, Jason Deery, John 2003 Drama"
"Duke Wore Jeans, The","Travers, Susan","Thomas, Gerald (I)",1958,Comedy,"Duke Wore Jeans, The (1958) Travers, Susan Thomas, Gerald (I) 1958 Comedy"
Mad About Mambo,"Stewart, Maclean","Forte, John (I)",2000,Comedy,"Mad About Mambo (2000) Stewart, Maclean Forte, John (I) 2000 Comedy"
"Full Monty, The","Maduemezia, Theresa","Cattaneo, Peter",1997,Comedy,"Full Monty, The (1997) Maduemezia, Theresa Cattaneo, Peter 1997 Comedy"
Full Tilt Boogie,"Timpone, Anthony","Kelly, Sarah (I)",1997,Documentary,"Full Tilt Boogie (1997) Timpone, Anthony Kelly, Sarah (I) 1997 Documentary"
Fun Bar Karaoke,"Atsawet, Fay","Ratanaruang, Pen-Ek",1997,,"Fun Bar Karaoke (1997) Atsawet, Fay Ratanaruang, Pen-Ek 1997"
"Goat, The","Keaton, Buster","Keaton, Buster",1921,Short,"Goat, The (1921) Keaton, Buster Keaton, Buster 1921 Short"
Funny Games,"Lothar, Susanne","Haneke, Michael",1997,Horror,"Funny Games (1997) Lothar, Susanne Haneke, Michael 1997 Horror"
"Monkey's Mask, The","Edgley, Gigi","Lang, Samantha",2000,Drama,"Monkey's Mask, The (2000) Edgley, Gigi Lang, Samantha 2000 Drama"
Dunkirk,"Griffiths, Fred","Norman, Leslie",1958,Drama,"Dunkirk (1958) Griffiths, Fred Norman, Leslie 1958 Drama"
New Port South,"Stahl-David, Michael","Cooper, Kyle",2001,Drama,"New Port South (2001) Stahl-David, Michael Cooper, Kyle 2001 Drama"
Che si shi si,"Zhang, Jianxin","Eng, Dayyan",2001,Short,"Che si shi si (2001) Zhang, Jianxin Eng, Dayyan 2001 Short"
"Sartorio, El",,Anonymous (XVIII),1907,Short,"Sartorio, El (1907)  Anonymous (XVIII) 1907 Short"
"Great Moment, The","Faye, Julia","Wood, Sam (I)",1921,Drama,"Great Moment, The (1921) Faye, Julia Wood, Sam (I) 1921 Drama"
Flubber,"Lloyd, Sam","Mayfield, Les",1997,Comedy,"Flubber (1997) Lloyd, Sam Mayfield, Les 1997 Comedy"
Brennu-nj?lssaga,,"Fri?riksson, Fri?rik ??r",1980,Short,"Brennu-nj?lssaga (1980)  Fri?riksson, Fri?rik ??r 1980 Short"
Follow Me Home,"Stone, Ahimsa","Bratt, Peter",1996,Drama,"Follow Me Home (1996) Stone, Ahimsa Bratt, Peter 1996 Drama"
Longshot,"Sitarz, Tim","Martin, Lionel C.",2000,Crime,"Longshot (2000) Sitarz, Tim Martin, Lionel C. 2000 Crime"
"Merchant of Venice, The","Schiena, Tony","Radford, Michael",2004,Drama,"Merchant of Venice, The (2004) Schiena, Tony Radford, Michael 2004 Drama"
"Abandoned Well, The","Carey, Harry","Vale, Travers",1913,Short,"Abandoned Well, The (1913) Carey, Harry Vale, Travers 1913 Short"
Tystnaden,"Forstenberg, Leif","Bergman, Ingmar",1963,Drama,"Tystnaden (1963) Forstenberg, Leif Bergman, Ingmar 1963 Drama"
Fools Rush In,"Santana, C?sar","Tennant, Andy",1997,Comedy,"Fools Rush In (1997) Santana, C?sar Tennant, Andy 1997 Comedy"
681 - Velichieto na hana,"Mihajlov, Vassil","Staikov, Ludmil",1981,History,"681 - Velichieto na hana (1981) Mihajlov, Vassil Staikov, Ludmil 1981 History"
For Richer or Poorer,"Knower, Rosemary","Spicer, Bryan",1997,Comedy,"For Richer or Poorer (1997) Knower, Rosemary Spicer, Bryan 1997 Comedy"
Enjo,"Nakamura, Tamao","Ichikawa, Kon",1958,Drama,"Enjo (1958) Nakamura, Tamao Ichikawa, Kon 1958 Drama"
According to Spencer,"Edelman, Shane","Edelman, Shane",2001,Comedy,"According to Spencer (2001) Edelman, Shane Edelman, Shane 2001 Comedy"
Es geschah am hellichten Tag,"Winter, Margrit","Vajda, Ladislao",1958,Drama,"Es geschah am hellichten Tag (1958) Winter, Margrit Vajda, Ladislao 1958 Drama"
Hail the Woman,"Hughes, Lloyd","Wray, John Griffith",1921,Drama,"Hail the Woman (1921) Hughes, Lloyd Wray, John Griffith 1921 Drama"
Country Life,"Buik, Owen","Blakemore, Michael",1994,Drama,"Country Life (1994) Buik, Owen Blakemore, Michael 1994 Drama"
Twice-Told Tales,"Denning, Richard (I)","Salkow, Sidney",1963,Horror,"Twice-Told Tales (1963) Denning, Richard (I) Salkow, Sidney 1963 Horror"
"Cowboy Way, The","Lecube, Graciela","Champion, Gregg",1994,Comedy,"Cowboy Way, The (1994) Lecube, Graciela Champion, Gregg 1994 Comedy"
"Voyage de Gulliver ? Lilliput et chez les g?ants, Le",,"M?li?s, Georges",1902,Short,"Voyage de Gulliver ? Lilliput et chez les g?ants, Le (1902)  M?li?s, Georges 1902 Short"
Pieces of April,"Roselli, Vincent","Hedges, Peter (II)",2003,Comedy,"Pieces of April (2003) Roselli, Vincent Hedges, Peter (II) 2003 Comedy"
"Tre volti della paura, I","Righi, Massimo","Bava, Mario",1963,Horror,"Tre volti della paura, I (1963) Righi, Massimo Bava, Mario 1963 Horror"
"Haunted House, The","Keaton, Buster","Keaton, Buster",1921,Horror,"Haunted House, The (1921) Keaton, Buster Keaton, Buster 1921 Horror"
Fever Pitch,"Pupils of Fortismere School, The","Evans, David (II)",1997,Comedy,"Fever Pitch (1997) Pupils of Fortismere School, The Evans, David (II) 1997 Comedy"
Sea of Sand,"Foster, Barry","Green, Guy (I)",1958,Drama,"Sea of Sand (1958) Foster, Barry Green, Guy (I) 1958 Drama"
"Fifth Element, The","Reimbold, Bill","Besson, Luc",1997,Sci-Fi,"Fifth Element, The (1997) Reimbold, Bill Besson, Luc 1997 Sci-Fi"
Fierce Creatures,"Moore, Kevin (I)","Schepisi, Fred",1997,Comedy,"Fierce Creatures (1997) Moore, Kevin (I) Schepisi, Fred 1997 Comedy"
"Great Santini, The","Horn, Lew","Carlino, Lewis John",1979,Drama,"Great Santini, The (1979) Horn, Lew Carlino, Lewis John 1979 Drama"
"Great Gambler, The","Kapoor, Rajen","Samanta, Shakti",1979,Thriller,"Great Gambler, The (1979) Kapoor, Rajen Samanta, Shakti 1979 Thriller"
Valent?n,"Bordeu, Juan Cruz","Agresti, Alejandro",2002,Drama,"Valent?n (2002/I) Bordeu, Juan Cruz Agresti, Alejandro 2002 Drama"
What Happened to Mary?,"Nesbitt, Miriam","Brabin, Charles",1912,Action,"What Happened to Mary? (1912) Nesbitt, Miriam Brabin, Charles 1912 Action"
Fathers' Day,"Karges, Matthew Murphy","Reitman, Ivan",1997,Comedy,"Fathers' Day (1997) Karges, Matthew Murphy Reitman, Ivan 1997 Comedy"
"Meglio giovent?, La","Martorana, Giovanni","Giordana, Marco Tullio",2003,Drama,"Meglio giovent?, La (2003) Martorana, Giovanni Giordana, Marco Tullio 2003 Drama"
Hard Luck,"Roberts, Joe (I)","Keaton, Buster",1921,Short,"Hard Luck (1921) Roberts, Joe (I) Keaton, Buster 1921 Short"
"Sconosciuta, La","Favino, Pierfrancesco","Tornatore, Giuseppe",2006,Drama,"Sconosciuta, La (2006) Favino, Pierfrancesco Tornatore, Giuseppe 2006 Drama"
Fire Down Below,"Gulino, John P.","Enr?quez Alcal?, F?lix",1997,Thriller,"Fire Down Below (1997) Gulino, John P. Enr?quez Alcal?, F?lix 1997 Thriller"
Firelight,"Jones, Harry (I)","Nicholson, William",1997,Drama,"Firelight (1997) Jones, Harry (I) Nicholson, William 1997 Drama"
"Decks Ran Red, The","Patterson, Hank","Stone, Andrew L.",1958,Drama,"Decks Ran Red, The (1958) Patterson, Hank Stone, Andrew L. 1958 Drama"
Good Guys Wear Black,"Pike, Don (I)","Post, Ted",1978,Action,"Good Guys Wear Black (1978) Pike, Don (I) Post, Ted 1978 Action"
Sriman Prithviraj,"Roy Chowdhury, Mahua","Majumdar, Tarun",1973,,"Sriman Prithviraj (1973) Roy Chowdhury, Mahua Majumdar, Tarun 1973"
Mia aioniotita kai mia mera,"Ganz, Bruno","Angelopoulos, Theo",1998,Drama,"Mia aioniotita kai mia mera (1998) Ganz, Bruno Angelopoulos, Theo 1998 Drama"
Gol Maal,"Sen, Amol","Mukherjee, Hrishikesh",1979,Comedy,"Gol Maal (1979) Sen, Amol Mukherjee, Hrishikesh 1979 Comedy"
Hearts Up,"Braidwood, Frank","Paul, Val",1921,Western,"Hearts Up (1921) Braidwood, Frank Paul, Val 1921 Western"
"Water Nymph, The","Maxwell, Mary (II)","Sennett, Mack",1912,Short,"Water Nymph, The (1912) Maxwell, Mary (II) Sennett, Mack 1912 Short"
Darby's Rangers,"Owen, Reginald","Wellman, William A.",1958,Drama,"Darby's Rangers (1958) Owen, Reginald Wellman, William A. 1958 Drama"
Dracula,"Cole, Paul (I)","Fisher, Terence",1958,Horror,"Dracula (1958) Cole, Paul (I) Fisher, Terence 1958 Horror"
"'High Sign', The","St. John, Al","Keaton, Buster",1921,Short,"'High Sign', The (1921) St. John, Al Keaton, Buster 1921 Short"
Staplerfahrer Klaus - Der erste Arbeitstag,"Schr?ter, Clarissa","Prehn, Stefan",2000,Horror,"Staplerfahrer Klaus - Der erste Arbeitstag (2000) Schr?ter, Clarissa Prehn, Stefan 2000 Horror"
Out of Step,"Hoppe, Lincoln","Little, Ryan (I)",2002,Drama,"Out of Step (2002) Hoppe, Lincoln Little, Ryan (I) 2002 Drama"
Parumu no Ki,"McAvin, Andy","Nakamura, Takashi",2002,Drama,"Parumu no Ki (2002) McAvin, Andy Nakamura, Takashi 2002 Drama"
"Unseen Enemy, An","Mailes, Charles Hill","Griffith, D.W.",1912,Short,"Unseen Enemy, An (1912) Mailes, Charles Hill Griffith, D.W. 1912 Short"
